Local ID	Other Protein ID	Profile superfamily	Profile ID	E-value	Identity cluster	Order of leaves in full sequence tree	Superclusters based on CARF/SAVED domain tree	Final group assignments	Genome Name	Protein Length	CDD asignments, automatic with E-value 0.0001 (CARF only)	Domain organization	TMHMM result	Current genbank annotation	Potential Ring Nucleases	RN group
MK_CARF_01001048	KJQ62163.1	CARF	CARF.416.FASTA	9.41E-18	2061	3344	CL1_CARF	CARF2	Streptococcus cristatus	507	cd09732	CARF_HEPN		CRISPR-associated (Cas) DxTHG family protein	Non-RN	
MK_CARF_00100287	ZP_02177071.1	CARF	CARF.416.FASTA	8.2E-49	464	3345	CL1_CARF	CARF2	Hydrogenivirga sp. 128-5-R1-1	401	cd09732	CARF_HEPN		hypothetical protein HG1285_18104	Non-RN	
MK_CARF_01000095	EDP76109.1	CARF	CARF.416.FASTA	8.2E-49	464	3346	CL1_CARF	CARF2	Hydrogenivirga sp. 128-5-R1-1	401	cd09732	CARF_HEPN		hypothetical protein HG1285_18104	Non-RN	
MK_CARF_01001272	gene_118|GeneMark.hmm|384_aa|+|111850|113004 JWID01000002.1	CARF	CARF.416.FASTA	1.17E-39	3111	3347	CL1_CARF	CARF2	Defluviitalea phaphyphila strain Alg1	384	pfam09455	CARF_HEPN			Non-RN	
MK_CARF_00013145	WP_083767526.1	CARF	CARF.436.FASTA	1.74E-114	2316	3348	CL1_CARF	CARF2	Leptotrichia buccalis	721	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_00010057	WP_083767526.1	CARF	CARF.436.FASTA	1.74E-114	2316	3349	CL1_CARF	CARF2	Leptotrichia buccalis	721	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_00100478	YP_003163979.1	CARF	CARF.436.FASTA	1.33E-114	2740	3350	CL1_CARF	CARF2	Leptotrichia buccalis C-1013-b	710	pfam09455,pfam09455	CARF_HEPN_CARF		CRISPR-associated protein DxTHG motif protein	Non-RN	
MK_CARF_01000798	ACV38988.1	CARF	CARF.436.FASTA	1.33E-114	2740	3351	CL1_CARF	CARF2	Leptotrichia buccalis C-1013-b	710	pfam09455,pfam09455	CARF_HEPN_CARF		CRISPR-associated protein DxTHG motif protein	Non-RN	
MK_CARF_00010064	WP_094080044.1	CARF	CARF.436.FASTA	5.14E-111	3916	3352	CL1_CARF	CARF2	Leptotrichia sp. oral taxon 498	710	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_00013088	WP_094080044.1	CARF	CARF.436.FASTA	5.14E-111	3916	3353	CL1_CARF	CARF2	Leptotrichia sp. oral taxon 498	710	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_00100598	ZP_06747066.1	CARF	CARF.23.FASTA	1.03E-133	2695	3354	CL1_CARF	CARF2	Fusobacterium sp. 1_1_41FAA	751	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein HMPREF0400_02264	Non-RN	
MK_CARF_01000797	EFG29611.1	CARF	CARF.23.FASTA	1.03E-133	2695	3355	CL1_CARF	CARF2	Fusobacterium periodonticum 1_1_41FAA	751	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein HMPREF0400_02264	Non-RN	
MK_CARF_00010036	WP_100024908.1	CARF	CARF.23.FASTA	2.09E-128	4838	3356	CL1_CARF	CARF2	Fusobacterium periodonticum	743	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_00010030	WP_100024908.1	CARF	CARF.23.FASTA	2.09E-128	4838	3357	CL1_CARF	CARF2	Fusobacterium periodonticum	743	pfam09455,pfam09455	CARF_HEPN_CARF		hypothetical protein	Non-RN	
MK_CARF_01000954	gene_326|GeneMark.hmm|662_aa|-|353731|355719 JHYJ01000003.1	CARF	CARF.416.FASTA	1.22E-25	3619	3358	CL1_CARF	CARF2	Lachnospiraceae bacterium AB2028 T322	662	cd09732	CARF_HEPN			Non-RN	
MK_CARF_01000943	gene_58|GeneMark.hmm|731_aa|+|69984|72179 JHYJ01000012.1	CARF	CARF.416.FASTA	2.67E-26	1271	3359	CL1_CARF	CARF2	Lachnospiraceae bacterium AB2028 T322	731	cd09732	CARF_HEPN			Non-RN	
MK_CARF_01001226	EIM64409.1	CARF	CARF.416.FASTA	6.29E-39	4686	3360	CL1_CARF	CARF2	Desulfobacter postgatei 2ac9	444	pfam09455	CARF_HEPN		CRISPR-associated protein, TM1812 family	Non-RN	
MK_CARF_00101036	ZP_10170579.1	CARF	CARF.416.FASTA	6.29E-39	4686	3361	CL1_CARF	CARF2	Desulfobacter postgatei 2ac9	444	pfam09455	CARF_HEPN		CRISPR-associated protein, TM1812 family	Non-RN	
MK_CARF_01000852	ADL27075.1	CARF	CARF.416.FASTA	1.36E-45	610	3363	CL1_CARF	CARF2	Fibrobacter succinogenes subsp. succinogenes S85	432	cd09671	CARF_HEPN		CRISPR-associated protein, TM1812 family	Non-RN	
MK_CARF_00100511	YP_003249635.1	CARF	CARF.416.FASTA	1.36E-45	610	3364	CL1_CARF	CARF2	Fibrobacter succinogenes subsp. succinogenes S85	432	cd09671	CARF_HEPN		CRISPR-associated protein	Non-RN	
MK_CARF_00012005	WP_014546240.1	CARF	CARF.416.FASTA	1.36E-45	610	3365	CL1_CARF	CARF2	Fibrobacter succinogenes	432	cd09671	CARF_HEPN		TIGR02221 family CRISPR-associated protein	Non-RN	
MK_CARF_01001227	gene_20|GeneMark.hmm|429_aa|+|20127|21416 LKPX01000018.1	CARF	CARF.416.FASTA	3.74E-49	3570	3366	CL1_CARF	CARF2	Desulfobacteraceae bacterium RAAP-1 Cluster_0_17	429	pfam09455	CARF_HEPN			Non-RN	
MK_CARF_01000850	EMS78528.1	CARF	CARF.416.FASTA	1.15E-49	293	3367	CL1_CARF	CARF2	Desulfotignum phosphitoxidans DSM 13687	421	cd09671	CARF_HEPN		CRISPR-associated protein, TM1812 family	Non-RN	
MK_CARF_01000851	ERP30779.1	CARF	CARF.416.FASTA	1.47E-43	4075	3368	CL1_CARF	CARF2	Chitinivibrio alkaliphilus ACht1	429	cd09671	CARF_HEPN		CRISPR/Cas system-associated protein Csx1	Non-RN	
MK_CARF_01001487	EHO42765.1	CARF	CARF.416.FASTA	4.05E-26	463	3369	CL1_CARF	CARF2	Caldithrix abyssi DSM 13497	548	pfam09455	CARF_HEPN_CARF		CRISPR-associated protein TM1812	Non-RN	
MK_CARF_00100916	ZP_09551097.1	CARF	CARF.416.FASTA	4.05E-26	463	3370	CL1_CARF	CARF2	Caldithrix abyssi DSM 13497	548	pfam09455	CARF_HEPN_CARF		CRISPR-associated protein TM1812	Non-RN	
MK_CARF_00012909	WP_006930119.1	CARF	CARF.416.FASTA	4.05E-26	463	3371	CL1_CARF	CARF2	Caldithrix abyssi	548	pfam09455	CARF_HEPN_CARF		CRISPR-associated protein TM1812	Non-RN	
MK_CARF_00100971	ZP_09889598.1	CARF	CARF.56.FASTA	1.51E-67	1429	3372	CL1_CARF	CARF2	Treponema saccharophilum DSM 2985	212	cd09732	CARF		hypothetical protein TresaDRAFT_1356	Non-RN	
MK_CARF_01000505	EIC01464.1	CARF	CARF.56.FASTA	1.51E-67	1429	3373	CL1_CARF	CARF2	Treponema saccharophilum DSM 2985	212	cd09732	CARF		hypothetical protein TresaDRAFT_1356	Non-RN	
MK_CARF_01000507	AIW89338.1	CARF	CARF.56.FASTA	8.58E-73	2972	3374	CL1_CARF	CARF2	Treponema sp. OMZ 838	206	pfam09455	CARF		hypothetical protein JO41_05530	Non-RN	
MK_CARF_00010417	WP_044014518.1	CARF	CARF.56.FASTA	8.58E-73	2972	3375	CL1_CARF	CARF2	Treponema sp. OMZ 838	206	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_00010968	WP_044014243.1	CARF	CARF.56.FASTA	1.19E-64	3138	3376	CL1_CARF	CARF2	Treponema sp. OMZ 838	213	cd09732	CARF		hypothetical protein	Non-RN	
MK_CARF_01000506	EPF47288.1	CARF	CARF.56.FASTA	3.91E-63	2317	3377	CL1_CARF	CARF2	Treponema vincentii F0403	213	cd09732	CARF		hypothetical protein HMPREF1222_01112	Non-RN	
MK_CARF_00010615	WP_013702297.1	CARF	CARF.56.FASTA	5.83E-66	3149	3378	CL1_CARF	CARF2	Treponema succinifaciens	206	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_01000508	AEB15044.1	CARF	CARF.56.FASTA	5.83E-66	3149	3379	CL1_CARF	CARF2	Treponema succinifaciens DSM 2489	206	pfam09455	CARF		hypothetical protein Tresu_2175	Non-RN	
MK_CARF_00100972	ZP_09889615.1	CARF	CARF.56.FASTA	1.05E-68	277	3380	CL1_CARF	CARF2	Treponema saccharophilum DSM 2985	205	pfam09455	CARF		hypothetical protein TresaDRAFT_0273	Non-RN	
MK_CARF_01000509	EIC01136.1	CARF	CARF.56.FASTA	1.05E-68	277	3381	CL1_CARF	CARF2	Treponema saccharophilum DSM 2985	205	pfam09455	CARF		hypothetical protein TresaDRAFT_0273	Non-RN	
MK_CARF_01000510	AEB14003.1	CARF	CARF.56.FASTA	9.2E-61	3383	3382	CL1_CARF	CARF2	Treponema succinifaciens DSM 2489	209	pfam09455	CARF		hypothetical protein Tresu_1088	Non-RN	
MK_CARF_00011310	WP_013701292.1	CARF	CARF.56.FASTA	9.2E-61	3383	3383	CL1_CARF	CARF2	Treponema succinifaciens	209	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_00100751	YP_004365300.1	CARF	CARF.56.FASTA	9.2E-61	3383	3384	CL1_CARF	CARF2	Treponema succinifaciens DSM 2489	209	pfam09455	CARF		hypothetical protein Tresu_1088	Non-RN	
MK_CARF_01000511	gene_178|GeneMark.hmm|210_aa|-|217235|217867 ATWV01000001.1	CARF	CARF.56.FASTA	2.68E-65	3060	3385	CL1_CARF	CARF2	Treponema bryantii NK4A124 G626	210	cd09732	CARF			Non-RN	
MK_CARF_00011371	WP_013700599.1	CARF	CARF.56.FASTA	1.19E-60	1587	3386	CL1_CARF	CARF2	Treponema succinifaciens	206	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_00100750	YP_004364587.1	CARF	CARF.56.FASTA	1.19E-60	1587	3387	CL1_CARF	CARF2	Treponema succinifaciens DSM 2489	206	pfam09455	CARF		hypothetical protein Tresu_0333	Non-RN	
MK_CARF_01000512	AEB13290.1	CARF	CARF.56.FASTA	1.19E-60	1587	3388	CL1_CARF	CARF2	Treponema succinifaciens DSM 2489	206	pfam09455	CARF		hypothetical protein Tresu_0333	Non-RN	
MK_CARF_01000513	gene_121|GeneMark.hmm|205_aa|-|121556|122173 AQYY01000004.1	CARF	CARF.56.FASTA	4.24E-68	3390	3389	CL1_CARF	CARF2	Dehalobacter sp. FTH1 A37G	205	cd09732	CARF			Non-RN	
MK_CARF_01000514	gene_85|GeneMark.hmm|205_aa|+|84836|85453 JNIN01000002.1	CARF	CARF.56.FASTA	7.38E-69	609	3390	CL1_CARF	CARF2	Lachnospiraceae bacterium AC2012 P155	205	pfam09455	CARF			Non-RN	
MK_CARF_01000515	AEF80555.1	CARF	CARF.56.FASTA	8.68E-65	3451	3391	CL1_CARF	CARF2	Treponema azotonutricium ZAS-9	203	pfam09455	CARF		hypothetical protein TREAZ_2806	Non-RN	
MK_CARF_00011078	WP_015712731.1	CARF	CARF.56.FASTA	8.68E-65	3451	3392	CL1_CARF	CARF2	Treponema azotonutricium	203	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_00100803	YP_004528628.1	CARF	CARF.56.FASTA	8.68E-65	3451	3393	CL1_CARF	CARF2	Treponema azotonutricium ZAS-9	203	pfam09455	CARF		hypothetical protein TREAZ_2806	Non-RN	
MK_CARF_00100941	ZP_09718447.1	CARF	CARF.56.FASTA	3.74E-66	1927	3394	CL1_CARF	CARF2	Treponema primitia ZAS-1	203	pfam09455	CARF		hypothetical protein TpriZ_12655	Non-RN	
MK_CARF_01000516	gene_22|GeneMark.hmm|203_aa|-|22664|23275 AEEA01000079.1	CARF	CARF.56.FASTA	3.74E-66	1927	3395	CL1_CARF	CARF2	Treponema primitia ZAS-1 TPRIMZ1_00080	203	pfam09455	CARF			Non-RN	
MK_CARF_00100740	ZP_08158068.1	CARF	CARF.56.FASTA	4.6E-65	3003	3396	CL1_CARF	CARF2	Ruminococcus albus 8	205	pfam09455	CARF		hypothetical protein CUS_6303	Non-RN	
MK_CARF_01001222	EGC04145.1	CARF	CARF.56.FASTA	4.6E-65	3003	3397	CL1_CARF	CARF2	Ruminococcus albus 8	205	pfam09455	CARF		hypothetical protein CUS_6303	Non-RN	
MK_CARF_01001223	CCY72488.1	CARF	CARF.56.FASTA	4.65E-54	2982	3398	CL1_CARF	CARF2	Eubacterium sp. CAG:115	212	pfam09455	CARF		putative uncharacterized protein	Non-RN	
MK_CARF_01001336	gene_140|GeneMark.hmm|207_aa|-|151762|152385 JNKP01000004.1	CARF	CARF.56.FASTA	6.95E-65	1480	3399	CL1_CARF	CARF2	Lachnospiraceae bacterium P6A3 T516	207	cd09732	CARF			Non-RN	
MK_CARF_01001224	EJZ68964.1	CARF	CARF.56.FASTA	2.16E-60	2738	3400	CL1_CARF	CARF2	Clostridiales bacterium OBRC5-5	214	pfam09455	CARF		hypothetical protein HMPREF1135_02549	Non-RN	
MK_CARF_00101107	ZP_11019489.1	CARF	CARF.56.FASTA	2.16E-60	2738	3401	CL1_CARF	CARF2	Clostridiales bacterium OBRC5-5	214	pfam09455	CARF		hypothetical protein HMPREF1135_02549	Non-RN	
MK_CARF_00100260	ZP_02035980.1	CARF	CARF.56.FASTA	1.83E-67	335	3402	CL1_CARF	CARF2	Bacteroides capillosus ATCC 29799	207	pfam09455	CARF		hypothetical protein BACCAP_01577	Non-RN	
MK_CARF_01001249	EDN00811.1	CARF	CARF.56.FASTA	1.83E-67	335	3403	CL1_CARF	CARF2	Pseudoflavonifractor capillosus ATCC 29799	207	pfam09455	CARF		hypothetical protein BACCAP_01577	Non-RN	
MK_CARF_01001219	gene_18|GeneMark.hmm|209_aa|+|19344|19973 gb|ADJS01006716| Length: 35426	CARF	CARF.56.FASTA	3.4E-68	2650	3404	CL1_CARF	CARF2		209	pfam09455	CARF			Non-RN	
MK_CARF_01001220	gene_35|GeneMark.hmm|207_aa|+|42332|42955 KL370810.1	CARF	CARF.56.FASTA	6.81E-70	4312	3405	CL1_CARF	CARF2	Oribacterium sp. FC2011	207	pfam09455	CARF			Non-RN	
MK_CARF_01001250	gene_2263|GeneMark.hmm|207_aa|+|2484629|2485252 JOOA01000002.1	CARF	CARF.56.FASTA	1.49E-66	2555	3406	CL1_CARF	CARF2	Ruminococcus sp. HUN007 CC97	207	pfam09455	CARF			Non-RN	
MK_CARF_01001221	gene_2733|GeneMark.hmm|204_aa|+|3204165|3204779 JAGT01000001.1	CARF	CARF.56.FASTA	3.14E-65	1620	3407	CL1_CARF	CARF2	Ruminococcus flavefaciens AE3010 N774	204	pfam09455	CARF			Non-RN	
MK_CARF_00011719	AXA81695.1	CARF	CARF.56.FASTA	4.18E-50	4386	3408	CL1_CARF	CARF2	Faecalibacterium prausnitzii	202	pfam09455	CARF		hypothetical protein C3706_05365	Non-RN	
MK_CARF_01001217	gene_2|GeneMark.hmm|202_aa|+|1972|2580 gb|ADJT01006392| Length: 12777	CARF	CARF.56.FASTA	7.32E-51	3169	3409	CL1_CARF	CARF2		202	pfam09455	CARF			Non-RN	
MK_CARF_00011697	WP_113621491.1	CARF	CARF.56.FASTA	1.47E-50	3020	3410	CL1_CARF	CARF2	Faecalibacterium prausnitzii	202	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_01001154	gene_15|GeneMark.hmm|205_aa|+|14352|14969 gb|ADJS01011938| Length: 17354	CARF	CARF.56.FASTA	1.48E-48	4732	3411	CL1_CARF	CARF2		205	pfam09455	CARF			Non-RN	
MK_CARF_00011825	WP_130180523.1	CARF	CARF.56.FASTA	3.3E-47	4746	3412	CL1_CARF	CARF2	Blautia producta	216	cd09732	CARF		hypothetical protein	Non-RN	
MK_CARF_01001382	gene_86|GeneMark.hmm|216_aa|+|101443|102093 KB892693.1	CARF	CARF.56.FASTA	8.22E-48	405	3413	CL1_CARF	CARF2	Blautia producta ATCC 27340	216	pfam09455	CARF			Non-RN	
MK_CARF_00100524	ZP_06143219.1	CARF	CARF.21.FASTA	2.2E-124	4759	3414	CL1_CARF	CARF2	Ruminococcus flavefaciens FD-1	856	pfam09455	CARF_HEPN_CARF		hypothetical protein RflaF_08350	Non-RN	
MK_CARF_01001337	EEC90755.1	CARF	CARF.56.FASTA	5.31E-55	659	3415	CL1_CARF	CARF2	Holdemanella biformis DSM 3989	198	pfam09455	CARF		CRISPR-associated protein (cas_TM1812)	Non-RN	
MK_CARF_00011472	WP_027890302.1	CARF	CARF.56.FASTA	9.46E-58	2886	3416	CL1_CARF	CARF2	Megamonas hypermegale	219	cd09732	CARF		hypothetical protein	Non-RN	
MK_CARF_01001001	gene_9|GeneMark.hmm|219_aa|+|6679|7338 AUHW01000021.1	CARF	CARF.56.FASTA	9.46E-58	2886	3417	CL1_CARF	CARF2	Megamonas hypermegale DSM 1672 G550	219	cd09732	CARF			Non-RN	
MK_CARF_01001000	gene_17|GeneMark.hmm|219_aa|-|19808|20467 KB899569.1	CARF	CARF.56.FASTA	1.44E-59	2741	3418	CL1_CARF	CARF2	Megamonas rupellensis DSM 19944	219	cd09732	CARF			Non-RN	
MK_CARF_00011724	WP_027895897.1	CARF	CARF.56.FASTA	4.18E-52	4403	3419	CL1_CARF	CARF2	Megasphaera elsdenii	211	pfam09455	CARF		hypothetical protein	Non-RN	
MK_CARF_01001128	gene_26|GeneMark.hmm|211_aa|-|28819|29454 KK211367.1	CARF	CARF.56.FASTA	4.18E-52	4403	3420	CL1_CARF	CARF2	Megasphaera elsdenii T81	211	pfam09455	CARF			Non-RN	
MK_CARF_01001150	gene_107|GeneMark.hmm|203_aa|-|112329|112940 JHWV01000011.1	CARF	CARF.56.FASTA	2.68E-56	499	3421	CL1_CARF	CARF2	Anaerovibrio sp. RM50 T525	203	pfam09455	CARF			Non-RN	
MK_CARF_00011826	WP_011222968.1	CARF	CARF.460.FASTA	2.77E-39	1963	68	CL1_CARF	CARF3	Haloarcula marismortui	246	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00100081	YP_135092.1	CARF	CARF.460.FASTA	2.77E-39	1963	69	CL1_CARF	CARF3	Haloarcula marismortui ATCC 43049	246	cd09655	CARF		hypothetical protein rrnAC0338	Non-RN	
MK_CARF_00101423	ZP_21680566.1	CARF	CARF.460.FASTA	1.38E-39	266	70	CL1_CARF	CARF3	Haloarcula californiae ATCC 33799	246	cd09655	CARF		hypothetical protein C435_05628	Non-RN	
MK_CARF_00101422	ZP_21677384.1	CARF	CARF.460.FASTA	4.91E-40	3554	71	CL1_CARF	CARF3	Haloarcula sinaiiensis ATCC 33800	246	cd09655	CARF		hypothetical protein C436_11473	Non-RN	
MK_CARF_00101432	ZP_21694609.1	CARF	CARF.460.FASTA	3.48E-37	992	72	CL1_CARF	CARF3	Haloarcula japonica DSM 6131	246	cd09655	CARF		hypothetical protein C444_12832	Non-RN	
MK_CARF_00011832	WP_101349709.1	CARF	CARF.460.FASTA	7.8E-39	1856	73	CL1_CARF	CARF3	Haloarcula sp. 'Taiwanensis'	246	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00101428	ZP_21689456.1	CARF	CARF.460.FASTA	2.77E-39	3078	74	CL1_CARF	CARF3	Haloarcula argentinensis DSM 12282	246	cd09655	CARF		hypothetical protein C443_07453	Non-RN	
MK_CARF_00100850	YP_004795680.1	CARF	CARF.460.FASTA	1.56E-38	2800	75	CL1_CARF	CARF3	Haloarcula hispanica ATCC 33960	246	cd09655	CARF		hypothetical protein HAH_1074	Non-RN	
MK_CARF_00011849	WP_050037792.1	CARF	CARF.460.FASTA	1.56E-38	3455	76	CL1_CARF	CARF3	Haloarcula	246	cd09655	CARF		MULTISPECIES: hypothetical protein	Non-RN	
MK_CARF_00011848	WP_014039976.1	CARF	CARF.460.FASTA	1.56E-38	2800	77	CL1_CARF	CARF3	Haloarcula hispanica	246	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00101425	ZP_21685784.1	CARF	CARF.460.FASTA	1.56E-38	3386	78	CL1_CARF	CARF3	Haloarcula amylolytica JCM 13557	246	cd09655	CARF		hypothetical protein C442_09901	Non-RN	
MK_CARF_00101419	ZP_21671945.1	CARF	CARF.460.FASTA	4.39E-38	3485	79	CL1_CARF	CARF3	Haloarcula vallismortis ATCC 29715	246	cd09655	CARF		hypothetical protein C437_04056	Non-RN	
MK_CARF_00100472	YP_003129769.1	CARF	CARF.460.FASTA	9.56E-38	3924	80	CL1_CARF	CARF3	Halorhabdus utahensis DSM 12940	278		CARF		hypothetical protein Huta_0853	Non-RN	
MK_CARF_00011836	WP_049941412.1	CARF	CARF.460.FASTA	4.85E-38	135	81	CL1_CARF	CARF3	Halorhabdus utahensis	250		CARF		hypothetical protein	Non-RN	
MK_CARF_00100810	ZP_08558257.1	CARF	CARF.460.FASTA	5.03E-39	2521	82	CL1_CARF	CARF3	Halorhabdus tiamatea SARL4B	270		CARF		hypothetical protein HLRTI_00085	Non-RN	
MK_CARF_00011800	WP_044950906.1	CARF	CARF.460.FASTA	3.06E-39	754	83	CL1_CARF	CARF3	Halorhabdus tiamatea	250		CARF		hypothetical protein	Non-RN	
MK_CARF_00101364	ZP_21575348.1	CARF	CARF.460.FASTA	2.77E-39	4104	84	CL1_CARF	CARF3	Halosimplex carlsbadense 2-9-1	246		CARF		hypothetical protein C475_13492	Non-RN	
MK_CARF_00011879	WP_011322298.1	CARF	CARF.460.FASTA	2.16E-36	2263	85	CL1_CARF	CARF3	Natronomonas pharaonis	250	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00100100	YP_326231.1	CARF	CARF.460.FASTA	2.16E-36	2263	86	CL1_CARF	CARF3	Natronomonas pharaonis DSM 2160	250	cd09655	CARF		hypothetical protein NP1142A	Non-RN	
MK_CARF_00011960	WP_015409064.1	CARF	CARF.460.FASTA	6.76E-35	2796	87	CL1_CARF	CARF3	Natronomonas moolapensis	250	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00100481	YP_003178171.1	CARF	CARF.460.FASTA	8.86E-34	1960	88	CL1_CARF	CARF3	Halomicrobium mukohataei DSM 12286	257	cd09655	CARF		hypothetical protein Hmuk_2352	Non-RN	
MK_CARF_00012013	WP_015763306.1	CARF	CARF.460.FASTA	8.86E-34	1960	89	CL1_CARF	CARF3	Halomicrobium mukohataei	257	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00100818	YP_004595936.1	CARF	CARF.460.FASTA	1.72E-38	342	90	CL1_CARF	CARF3	Halopiger xanaduensis SH-6	250	cd09655	CARF		hypothetical protein Halxa_1424	Non-RN	
MK_CARF_00011781	WP_013878953.1	CARF	CARF.460.FASTA	1.72E-38	342	91	CL1_CARF	CARF3	Halopiger xanaduensis	250	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00011961	WP_049955003.1	CARF	CARF.460.FASTA	2.41E-35	11	92	CL1_CARF	CARF3	Halostagnicola larsenii	250	cd09655	CARF		hypothetical protein	Non-RN	
MK_CARF_00100724	ZP_08043685.1	CARF	CARF.460.FASTA	2.86E-44	258	93	CL1_CARF	CARF3	Haladaptatus paucihalophilus DX253	244		CARF		hypothetical protein ZOD2009_06524	Non-RN	
MK_CARF_00011607	WP_128478399.1	CARF	CARF.460.FASTA	1.8E-43	2455	94	CL1_CARF	CARF3	Halorussus sp. RC-68	248		CARF		hypothetical protein	Non-RN	
MK_CARF_00101391	ZP_21621346.1	CARF	CARF.460.FASTA	2.38E-32	688	95	CL1_CARF	CARF3	Halorubrum hochstenium ATCC 700873	282		CARF		hypothetical protein C467_06009	Non-RN	
MK_CARF_00101372	ZP_21586166.1	CARF	CARF.460.FASTA	3.35E-32	401	96	CL1_CARF	CARF3	Halorubrum tebenquichense DSM 14210	282		CARF		hypothetical protein C472_07844	Non-RN	
MK_CARF_00012198	WP_049932841.1	CARF	CARF.460.FASTA	8.56E-33	4520	97	CL1_CARF	CARF3	Halorubrum	282		CARF		MULTISPECIES: hypothetical protein	Non-RN	
MK_CARF_00101387	ZP_21610489.1	CARF	CARF.460.FASTA	1.85E-31	3498	98	CL1_CARF	CARF3	Halorubrum coriense DSM 10284	282		CARF		hypothetical protein C464_00279	Non-RN	
MK_CARF_00101382	ZP_21605617.1	CARF	CARF.460.FASTA	4.23E-33	3199	99	CL1_CARF	CARF3	Halorubrum arcis JCM 13916	281		CARF		hypothetical protein C462_09532	Non-RN	
MK_CARF_00101370	ZP_21583784.1	CARF	CARF.460.FASTA	4.23E-33	835	100	CL1_CARF	CARF3	Halorubrum terrestre JCM 10247	281		CARF		hypothetical protein C473_12296	Non-RN	
MK_CARF_00012265	WP_128908804.1	CARF	CARF.460.FASTA	6.64E-32	3277	101	CL1_CARF	CARF3	Halorubrum sp. BOL3-1	282		CARF		hypothetical protein	Non-RN	
MK_CARF_00101386	ZP_21609462.1	CARF	CARF.460.FASTA	1.66E-32	1344	102	CL1_CARF	CARF3	Halorubrum californiensis DSM 19288	281		CARF		hypothetical protein C463_12752	Non-RN	
MK_CARF_00012207	WP_096394161.1	CARF	CARF.460.FASTA	1.66E-32	3917	103	CL1_CARF	CARF3	Halorubrum trapanicum	281		CARF		hypothetical protein	Non-RN	
MK_CARF_00101375	ZP_21589885.1	CARF	CARF.460.FASTA	5.55E-34	4424	104	CL1_CARF	CARF3	Halorubrum saccharovorum DSM 1137	282	cd09655	CARF		hypothetical protein C471_10325	Non-RN	
MK_CARF_00101377	ZP_21595741.1	CARF	CARF.460.FASTA	7.81E-34	3715	105	CL1_CARF	CARF3	Halorubrum lipolyticum DSM 21995	282		CARF		hypothetical protein C469_08352	Non-RN	
MK_CARF_00101381	ZP_21603401.1	CARF	CARF.460.FASTA	9.1E-36	2592	106	CL1_CARF	CARF3	Halorubrum aidingense JCM 13560	282		CARF		hypothetical protein C461_13431	Non-RN	
MK_CARF_00100695	YP_004036127.1	CARF	CARF.460.FASTA	4.09E-36	1870	107	CL1_CARF	CARF3	Halogeometricum borinquense DSM 11551	277		CARF		hypothetical protein Hbor_10920	Non-RN	
MK_CARF_00012049	WP_006053906.1	CARF	CARF.460.FASTA	4.09E-36	1870	108	CL1_CARF	CARF3	Halogeometricum borinquense	277		CARF		hypothetical protein	Non-RN	
MK_CARF_00101366	ZP_21577183.1	CARF	CARF.460.FASTA	1.86E-37	50	109	CL1_CARF	CARF3	Halosarcina pallida JCM 14848	277		CARF		hypothetical protein C474_00295	Non-RN	
MK_CARF_00101089	ZP_10771489.1	CARF	CARF.460.FASTA	2.19E-40	3087	110	CL1_CARF	CARF3	Halogranum salarium B-1	255		CARF		hypothetical protein HSB1_35280	Non-RN	
MK_CARF_00011823	WP_014865735.1	CARF	CARF.460.FASTA	3.56E-43	1546	111	CL1_CARF	CARF3	Natrinema	288		CARF		MULTISPECIES: hypothetical protein	Non-RN	
MK_CARF_00101079	YP_006543429.1	CARF	CARF.460.FASTA	3.56E-43	1546	112	CL1_CARF	CARF3	Natrinema sp. J7-2	288		CARF		hypothetical protein NJ7G_4140	Non-RN	
MK_CARF_00101336	ZP_21531794.1	CARF	CARF.460.FASTA	7.09E-43	816	113	CL1_CARF	CARF3	Natrinema gari JCM 14663	288		CARF		hypothetical protein C486_14384	Non-RN	
